ID,Education,JoiningYear,City,Age,ExperienceInCurrentDomain,PersonalityType,ProjectDescription,SoftSkill
2489,Bachelors,2013,Pune,27,5,4,Project related to creating a web application using technology HTML and framework Vue.,"['Critical assessment skills', 'Critical thinking', 'Motivation', 'Flexibility']"
2490,PHD,2015,New Delhi,28,2,2,Project related to building a machine learning model using technology SQL and framework Vue.,"['Flexibility', 'Creativity', 'Change management']"
2491,Masters,2017,Pune,28,2,6,Project related to creating a data visualization dashboard using technology PHP and framework Vue.,"['Conflict management', 'Organization', 'Stress management', 'Team management', 'Critical assessment skills', 'Problem-solving']"
2492,Bachelors,2014,Pune,28,4,4,Project related to integrating various systems using technology CSS and framework Flask.,"['Organization', 'Strategic thinking', 'Project management', 'Leadership', 'Time management']"
2493,Bachelors,2016,Bangalore,29,1,2,Project related to enhancing system performance using technology Python and framework Vue.,"['Teamwork', 'Critical thinking', 'Creativity', 'Project management', 'Time management', 'Risk management']"
2494,Bachelors,2017,Bangalore,26,4,4,Project related to designing a database schema using technology Java and framework Vue.,"['Ability to work in a diverse environment', 'Data analysis', 'Assertiveness']"
2495,Bachelors,2015,Bangalore,30,0,1,Project related to building a machine learning model using technology Python and framework Django.,"['Empathy', 'Strategic thinking', 'Project management']"
2496,Masters,2012,New Delhi,30,2,4,Project related to implementing security measures using technology Java and framework Spring.,"['Motivation', 'Creativity', 'Presentation skills', 'Time management', 'Assertiveness', 'Strategic thinking']"
2497,Bachelors,2012,Bangalore,30,0,6,Project related to creating user interfaces using technology CSS and framework Angular.,"['Conflict management', 'Negotiation', 'Networking']"
2498,Bachelors,2014,New Delhi,27,5,2,Project related to developing a mobile application using technology HTML and framework React.,"['Adaptability to change', 'Critical assessment skills', 'Critical thinking', 'Motivation']"
2499,Bachelors,2017,New Delhi,28,0,8,Project related to implementing security measures using technology Ruby and framework Spring.,"['Collaboration', 'Risk management', 'Team management', 'Decision-making']"
2500,Bachelors,2012,Pune,26,4,8,Project related to conducting user research using technology PHP and framework Django.,"['Risk management', 'Organization', 'Networking', 'Interpersonal communication']"
2501,Bachelors,2015,Pune,29,3,4,Project related to building a machine learning model using technology JavaScript and framework Spring.,"['Time management', 'Adaptability to change', 'Assertiveness']"
2502,Masters,2017,Pune,30,0,6,Project related to creating a data visualization dashboard using technology HTML and framework Ruby on Rails.,"['Adaptability to change', 'Stress management', 'Networking', 'Persuasion']"
2503,Bachelors,2013,New Delhi,26,4,2,Project related to preparing data analysis using technology PHP and framework Angular.,"['Emotional intelligence', 'Presentation skills', 'Time management']"
2504,Masters,2014,Pune,30,0,6,Project related to developing an API using technology Python and framework React.,"['Time management', 'Motivation', 'Project management', 'Risk management']"
2505,Bachelors,2013,Pune,29,2,5,Project related to deploying applications to the cloud using technology CSS and framework Flask.,"['Change management', 'Problem-solving', 'Adaptability to change']"
2506,Bachelors,2017,Bangalore,28,3,4,Project related to integrating various systems using technology CSS and framework Spring.,"['Stress management', 'Collaboration', 'Conflict management', 'Emotional intelligence', 'Teamwork']"
2507,Masters,2018,New Delhi,27,5,4,Project related to creating a data visualization dashboard using technology CSS and framework React.,"['Problem-solving', 'Project management', 'Creativity', 'Risk management', 'Organization', 'Persuasion']"
2508,Masters,2017,New Delhi,26,4,6,Project related to developing a chatbot using technology HTML and framework Vue.,"['Adaptability to change', 'Time management', 'Flexibility']"
2509,Bachelors,2012,Bangalore,30,0,7,Project related to conducting user research using technology C# and framework Vue.,"['Interpersonal communication', 'Creativity', 'Presentation skills']"
2510,Bachelors,2012,Bangalore,29,4,8,Project related to creating a responsive design using technology PHP and framework Flask.,"['Motivation', 'Team management', 'Flexibility', 'Decision-making', 'Interpersonal communication', 'Critical thinking']"
2511,Bachelors,2014,Bangalore,29,1,1,Project related to designing a database schema using technology C# and framework React.,"['Empathy', 'Critical assessment skills', 'Adaptability to change', 'Networking', 'Strategic thinking']"
2512,Bachelors,2016,Bangalore,27,5,5,Project related to building a machine learning model using technology CSS and framework React.,"['Persuasion', 'Organization', 'Presentation skills']"
2513,Bachelors,2015,Bangalore,28,4,6,Project related to creating user interfaces using technology SQL and framework Django.,"['Risk management', 'Critical thinking', 'Team management']"
2514,Bachelors,2014,Bangalore,26,4,6,Project related to integrating various systems using technology Python and framework Spring.,"['Persuasion', 'Change management', 'Data analysis', 'Leadership', 'Project management', 'Interpersonal communication']"
2515,Bachelors,2016,Pune,29,5,4,Project related to preparing data analysis using technology JavaScript and framework Vue.,"['Project management', 'Time management', 'Ability to work in a diverse environment', 'Networking']"
2516,Bachelors,2014,Bangalore,29,0,4,Project related to creating a responsive design using technology Ruby and framework React.,"['Risk management', 'Change management', 'Ability to work in a diverse environment']"
2517,Masters,2013,Bangalore,30,5,3,Project related to creating user interfaces using technology JavaScript and framework Vue.,"['Data analysis', 'Decision-making', 'Conflict management', 'Problem-solving', 'Assertiveness']"
2518,Bachelors,2017,New Delhi,30,3,2,Project related to creating a responsive design using technology Ruby and framework React.,"['Assertiveness', 'Teamwork', 'Creativity']"
2519,Bachelors,2014,Bangalore,27,5,1,Project related to creating a web application using technology Java and framework Vue.,"['Interpersonal communication', 'Decision-making', 'Project management', 'Risk management', 'Motivation']"
2520,PHD,2015,Pune,30,4,4,Project related to developing a chatbot using technology Java and framework Angular.,"['Problem-solving', 'Listening skills', 'Presentation skills', 'Stress management']"
2521,Masters,2014,Bangalore,30,4,7,Project related to enhancing system performance using technology Ruby and framework Flask.,"['Problem-solving', 'Persuasion', 'Collaboration', 'Project management', 'Negotiation', 'Team management']"
2522,Masters,2017,New Delhi,27,5,4,Project related to developing an API using technology C# and framework Flask.,"['Conflict management', 'Negotiation', 'Listening skills', 'Time management', 'Adaptability to change']"
2523,Bachelors,2013,Pune,30,0,7,Project related to integrating various systems using technology Python and framework Flask.,"['Critical thinking', 'Adaptability to change', 'Listening skills', 'Critical assessment skills', 'Conflict management']"
2524,Masters,2017,Pune,30,0,8,Project related to building a content management system using technology CSS and framework Angular.,"['Critical assessment skills', 'Collaboration', 'Data analysis', 'Leadership']"
2525,Masters,2017,New Delhi,29,2,7,Project related to developing a mobile application using technology PHP and framework Flask.,"['Time management', 'Decision-making', 'Risk management', 'Negotiation', 'Ability to work in a diverse environment', 'Networking']"
2526,Masters,2017,New Delhi,29,2,7,Project related to creating a responsive design using technology Java and framework Angular.,"['Problem-solving', 'Assertiveness', 'Critical assessment skills', 'Persuasion', 'Motivation', 'Flexibility']"
2527,Bachelors,2014,Bangalore,27,5,2,Project related to creating user interfaces using technology JavaScript and framework Vue.,"['Organization', 'Interpersonal communication', 'Conflict management', 'Ability to work in a diverse environment', 'Critical thinking']"
2528,Bachelors,2012,Bangalore,27,5,7,Project related to creating a responsive design using technology PHP and framework React.,"['Data analysis', 'Presentation skills', 'Stress management', 'Flexibility', 'Decision-making', 'Negotiation']"
2529,Bachelors,2017,Bangalore,27,5,6,Project related to enhancing system performance using technology Java and framework Vue.,"['Ability to work in a diverse environment', 'Networking', 'Strategic thinking', 'Collaboration', 'Organization']"
2530,Masters,2018,New Delhi,30,4,3,Project related to developing an API using technology SQL and framework Django.,"['Data analysis', 'Problem-solving', 'Adaptability to change', 'Critical assessment skills', 'Emotional intelligence', 'Presentation skills']"
2531,Bachelors,2015,Bangalore,29,1,3,Project related to integrating various systems using technology Java and framework Ruby on Rails.,"['Empathy', 'Conflict management', 'Change management', 'Critical thinking']"
2532,Bachelors,2014,Pune,26,4,5,Project related to creating a responsive design using technology PHP and framework Angular.,"['Persuasion', 'Conflict management', 'Time management', 'Listening skills', 'Project management']"
